PID, BUS, Root, BusTime, QueueTime
[people-5, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-7, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-8, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-21, bus-Bus_0, BusStop_3->BusStop_4, 4, 8]
[people-22, bus-Bus_0, BusStop_3->BusStop_4, 4, 8]
[people-26, bus-Bus_0, BusStop_3->BusStop_4, 4, 8]
[people-6, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-33, bus-Bus_3, BusStop_1->BusStop_4, 4, 8]
[people-60, bus-Bus_3, BusStop_1->BusStop_4, 4, 6]
[people-63, bus-Bus_3, BusStop_1->BusStop_4, 4, 6]
[people-64, bus-Bus_3, BusStop_1->BusStop_4, 4, 6]
[people-23, bus-Bus_0, BusStop_3->BusStop_2, 8, 8]
[people-15, bus-Bus_0, BusStop_4->BusStop_2, 4, 12]
[people-17, bus-Bus_0, BusStop_4->BusStop_2, 4, 12]
[people-48, bus-Bus_0, BusStop_4->BusStop_2, 4, 10]
[people-29, bus-Bus_1, BusStop_1->BusStop_0, 8, 8]
[people-13, bus-Bus_1, BusStop_4->BusStop_0, 4, 12]
[people-68, bus-Bus_1, BusStop_4->BusStop_0, 4, 9]
[people-87, bus-Bus_1, BusStop_4->BusStop_0, 4, 8]
[people-88, bus-Bus_1, BusStop_4->BusStop_0, 4, 8]
[people-27, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_0, 16, 0]
[people-24, bus-Bus_0-Bus_2, BusStop_3->BusStop_4->BusStop_0, 8, 8]
[people-57, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-58, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-59, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-61, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-11, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-12, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-14, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-16, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-37, bus-Bus_0, BusStop_4->BusStop_3, 12, 11]
[people-49, bus-Bus_0, BusStop_4->BusStop_3, 12, 10]
[people-39, bus-Bus_0, BusStop_2->BusStop_3, 8, 15]
[people-40, bus-Bus_0, BusStop_2->BusStop_3, 8, 15]
[people-10, bus-Bus_1, BusStop_4->BusStop_1, 12, 12]
