PID, BUS, Root, BusTime, QueueTime
[people-10, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-30, bus-Bus_1, BusStop_1->BusStop_4, 4, 7]
[people-45, bus-Bus_1, BusStop_1->BusStop_4, 4, 6]
[people-46, bus-Bus_1, BusStop_1->BusStop_4, 4, 6]
[people-24, bus-Bus_0, BusStop_3->BusStop_2, 8, 7]
[people-2, bus-Bus_0, BusStop_4->BusStop_2, 4, 12]
[people-5, bus-Bus_0, BusStop_4->BusStop_2, 4, 12]
[people-31, bus-Bus_1, BusStop_1->BusStop_0, 8, 7]
[people-32, bus-Bus_1, BusStop_1->BusStop_0, 8, 7]
[people-34, bus-Bus_1, BusStop_1->BusStop_0, 8, 7]
[people-4, bus-Bus_1, BusStop_4->BusStop_0, 4, 12]
[people-14, bus-Bus_1, BusStop_4->BusStop_0, 4, 11]
[people-17, bus-Bus_1, BusStop_4->BusStop_0, 4, 11]
[people-61, bus-Bus_1, BusStop_4->BusStop_0, 4, 9]
[people-58, bus-Bus_2, BusStop_4->BusStop_2, 4, 9]
[people-62, bus-Bus_2, BusStop_4->BusStop_2, 4, 9]
[people-63, bus-Bus_2, BusStop_4->BusStop_2, 4, 9]
[people-93, bus-Bus_2, BusStop_4->BusStop_2, 4, 8]
[people-48, bus-Bus_1-Bus_3, BusStop_1->BusStop_4->BusStop_2, 8, 6]
[people-1, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-3, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-6, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-7, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-8, bus-Bus_0, BusStop_4->BusStop_3, 12, 12]
[people-13, bus-Bus_0, BusStop_4->BusStop_3, 12, 11]
[people-18, bus-Bus_0, BusStop_4->BusStop_3, 12, 11]
[people-26, bus-Bus_0, BusStop_2->BusStop_3, 8, 15]
[people-15, bus-Bus_1, BusStop_4->BusStop_1, 12, 11]
[people-16, bus-Bus_1, BusStop_4->BusStop_1, 12, 11]
[people-59, bus-Bus_1, BusStop_4->BusStop_1, 12, 9]
[people-54, bus-Bus_1, BusStop_0->BusStop_1, 8, 13]
[people-56, bus-Bus_1, BusStop_0->BusStop_1, 8, 13]
[people-60, bus-Bus_2, BusStop_4->BusStop_3, 12, 9]
[people-64, bus-Bus_2, BusStop_4->BusStop_3, 12, 9]
[people-65, bus-Bus_2, BusStop_4->BusStop_3, 12, 9]
[people-12, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_3, 16, 8]
[people-33, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_3, 16, 7]
[people-47, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_3, 16, 6]
[people-76, bus-Bus_3, BusStop_2->BusStop_3, 8, 13]
[people-78, bus-Bus_3, BusStop_2->BusStop_3, 8, 13]
[people-95, bus-Bus_3, BusStop_2->BusStop_3, 8, 12]
[people-72, bus-Bus_0, BusStop_3->BusStop_4, 4, 21]
[people-42, bus-Bus_2, BusStop_2->BusStop_4, 12, 14]
[people-73, bus-Bus_2, BusStop_3->BusStop_4, 4, 21]
[people-94, bus-Bus_2, BusStop_3->BusStop_4, 4, 20]
[people-66, bus-Bus_0, BusStop_3->BusStop_2, 8, 21]
[people-68, bus-Bus_0, BusStop_3->BusStop_2, 8, 21]
[people-50, bus-Bus_1, BusStop_1->BusStop_0, 8, 22]
[people-53, bus-Bus_1, BusStop_1->BusStop_0, 8, 22]
[people-9, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_0, 16, 16]
[people-20, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 23]
[people-23, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 23]
[people-36, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_2, 16, 14]
[people-55, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_2, 16, 13]
[people-49, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_2, 8, 22]
[people-98, bus-Bus_0, BusStop_2->BusStop_3, 8, 28]
[people-11, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_1, 24, 16]
[people-19, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 23]
[people-21, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 23]
[people-22, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 23]
[people-25, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 23]
[people-88, bus-Bus_1, BusStop_0->BusStop_1, 8, 28]
[people-90, bus-Bus_1, BusStop_0->BusStop_1, 8, 28]
