PID, BUS, Root, BusTime, QueueTime
[people-2, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-5, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-24, bus-Bus_2, BusStop_4->BusStop_1, 5, 2]
[people-25, bus-Bus_2, BusStop_4->BusStop_1, 5, 2]
[people-12, bus-Bus_0, BusStop_2->BusStop_4, 12, 0]
[people-1, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-3, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-15, bus-Bus_1, BusStop_1->BusStop_4, 4, 8]
[people-36, bus-Bus_2, BusStop_1->BusStop_4, 4, 7]
[people-38, bus-Bus_2, BusStop_1->BusStop_4, 4, 7]
[people-52, bus-Bus_2, BusStop_1->BusStop_4, 4, 6]
[people-53, bus-Bus_3, BusStop_1->BusStop_4, 4, 6]
[people-7, bus-Bus_0, BusStop_3->BusStop_2, 8, 8]
[people-10, bus-Bus_0, BusStop_3->BusStop_2, 8, 8]
[people-46, bus-Bus_0, BusStop_3->BusStop_2, 8, 6]
[people-28, bus-Bus_0, BusStop_4->BusStop_2, 4, 11]
[people-89, bus-Bus_0, BusStop_4->BusStop_2, 4, 8]
[people-91, bus-Bus_0, BusStop_4->BusStop_2, 4, 8]
[people-95, bus-Bus_0, BusStop_4->BusStop_2, 4, 8]
[people-16, bus-Bus_1, BusStop_1->BusStop_0, 8, 8]
[people-93, bus-Bus_1, BusStop_4->BusStop_0, 4, 8]
[people-14, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_0, 16, 0]
[people-8, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 8]
[people-9, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_0, 8, 8]
[people-27, bus-Bus_2, BusStop_4->BusStop_0, 13, 2]
[people-32, bus-Bus_2, BusStop_1->BusStop_0, 8, 7]
[people-35, bus-Bus_2, BusStop_1->BusStop_0, 8, 7]
[people-45, bus-Bus_0-Bus_2, BusStop_3->BusStop_4->BusStop_0, 8, 6]
[people-55, bus-Bus_3, BusStop_1->BusStop_0, 8, 6]
[people-80, bus-Bus_3, BusStop_1->BusStop_0, 8, 5]
[people-81, bus-Bus_3, BusStop_1->BusStop_0, 8, 5]
[people-26, bus-Bus_0, BusStop_4->BusStop_3, 12, 11]
[people-29, bus-Bus_0, BusStop_4->BusStop_3, 12, 11]
[people-90, bus-Bus_0, BusStop_4->BusStop_3, 12, 8]
[people-92, bus-Bus_1, BusStop_4->BusStop_1, 12, 8]
[people-94, bus-Bus_1, BusStop_4->BusStop_1, 12, 8]
[people-97, bus-Bus_1, BusStop_4->BusStop_1, 12, 8]
[people-13, bus-Bus_0-Bus_1, BusStop_2->BusStop_4->BusStop_1, 24, 0]
[people-11, bus-Bus_0-Bus_1, BusStop_3->BusStop_4->BusStop_1, 16, 8]
