PID, BUS, Root, BusTime, QueueTime
[people-22, bus-Bus_3, BusStop_1->BusStop_4, 4, 0]
[people-12, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-13, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-14, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-16, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-19, bus-Bus_0, BusStop_2->BusStop_3, 8, 0]
[people-5, bus-Bus_1, BusStop_0->BusStop_1, 8, 0]
[people-34, bus-Bus_2, BusStop_4->BusStop_2, 4, 3]
[people-37, bus-Bus_2, BusStop_4->BusStop_2, 4, 3]
[people-52, bus-Bus_2, BusStop_4->BusStop_2, 4, 2]
[people-91, bus-Bus_2, BusStop_4->BusStop_2, 4, 0]
[people-20, bus-Bus_3, BusStop_1->BusStop_0, 8, 0]
[people-23, bus-Bus_3, BusStop_1->BusStop_0, 8, 0]
[people-24, bus-Bus_3, BusStop_1->BusStop_0, 8, 0]
[people-25, bus-Bus_3, BusStop_1->BusStop_0, 8, 0]
[people-8, bus-Bus_3, BusStop_4->BusStop_0, 4, 4]
[people-10, bus-Bus_3, BusStop_4->BusStop_0, 4, 4]
[people-33, bus-Bus_3, BusStop_4->BusStop_0, 4, 3]
[people-35, bus-Bus_3, BusStop_4->BusStop_0, 4, 3]
[people-15, bus-Bus_0, BusStop_2->BusStop_4, 12, 0]
[people-17, bus-Bus_0, BusStop_2->BusStop_4, 12, 0]
[people-42, bus-Bus_0, BusStop_3->BusStop_4, 4, 7]
[people-77, bus-Bus_0, BusStop_3->BusStop_4, 4, 5]
[people-78, bus-Bus_0, BusStop_3->BusStop_4, 4, 5]
[people-1, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-2, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-3, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-6, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-7, bus-Bus_1, BusStop_0->BusStop_4, 12, 0]
[people-46, bus-Bus_1, BusStop_1->BusStop_4, 4, 7]
[people-59, bus-Bus_1, BusStop_1->BusStop_4, 4, 6]
[people-76, bus-Bus_0, BusStop_3->BusStop_2, 8, 5]
[people-21, bus-Bus_3-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 8]
[people-26, bus-Bus_3-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 8]
[people-54, bus-Bus_1, BusStop_4->BusStop_0, 4, 10]
[people-70, bus-Bus_1, BusStop_4->BusStop_0, 4, 9]
[people-72, bus-Bus_1, BusStop_4->BusStop_0, 4, 9]
[people-74, bus-Bus_1, BusStop_4->BusStop_0, 4, 9]
[people-89, bus-Bus_1, BusStop_4->BusStop_0, 4, 8]
[people-11, bus-Bus_2, BusStop_4->BusStop_3, 12, 4]
[people-36, bus-Bus_2, BusStop_4->BusStop_3, 12, 3]
[people-38, bus-Bus_2, BusStop_4->BusStop_3, 12, 3]
[people-40, bus-Bus_2, BusStop_4->BusStop_3, 12, 3]
[people-51, bus-Bus_2, BusStop_4->BusStop_3, 12, 2]
[people-53, bus-Bus_2, BusStop_4->BusStop_3, 12, 2]
[people-9, bus-Bus_3, BusStop_4->BusStop_1, 12, 4]
[people-32, bus-Bus_3, BusStop_4->BusStop_1, 12, 3]
[people-27, bus-Bus_3, BusStop_0->BusStop_1, 8, 7]
[people-31, bus-Bus_3, BusStop_0->BusStop_1, 8, 7]
[people-47, bus-Bus_3, BusStop_0->BusStop_1, 8, 6]
[people-97, bus-Bus_2, BusStop_3->BusStop_4, 4, 12]
[people-48, bus-Bus_3, BusStop_0->BusStop_4, 12, 6]
[people-64, bus-Bus_3, BusStop_1->BusStop_4, 4, 14]
[people-39, bus-Bus_1, BusStop_4->BusStop_1, 12, 11]
[people-50, bus-Bus_1, BusStop_4->BusStop_1, 12, 10]
[people-71, bus-Bus_1, BusStop_4->BusStop_1, 12, 9]
[people-73, bus-Bus_1, BusStop_4->BusStop_1, 12, 9]
[people-90, bus-Bus_1, BusStop_4->BusStop_1, 12, 8]
[people-65, bus-Bus_1, BusStop_0->BusStop_1, 8, 13]
[people-67, bus-Bus_1, BusStop_0->BusStop_1, 8, 13]
[people-68, bus-Bus_1, BusStop_0->BusStop_1, 8, 13]
[people-98, bus-Bus_2, BusStop_3->BusStop_2, 8, 12]
[people-4, bus-Bus_1-Bus_2, BusStop_0->BusStop_4->BusStop_2, 16, 8]
[people-58, bus-Bus_1-Bus_2, BusStop_1->BusStop_4->BusStop_2, 8, 14]
[people-95, bus-Bus_3, BusStop_4->BusStop_0, 4, 16]
[people-18, bus-Bus_0-Bus_3, BusStop_2->BusStop_4->BusStop_0, 16, 8]
[people-41, bus-Bus_0-Bus_3, BusStop_3->BusStop_4->BusStop_0, 8, 15]
[people-75, bus-Bus_0-Bus_3, BusStop_3->BusStop_4->BusStop_0, 8, 13]
[people-43, bus-Bus_2-Bus_3, BusStop_2->BusStop_4->BusStop_0, 16, 7]
[people-57, bus-Bus_0, BusStop_2->BusStop_4, 12, 14]
[people-83, bus-Bus_1, BusStop_1->BusStop_4, 4, 21]
[people-30, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 15]
[people-49, bus-Bus_3-Bus_0, BusStop_0->BusStop_4->BusStop_2, 16, 14]
[people-61, bus-Bus_3-Bus_0, BusStop_1->BusStop_4->BusStop_2, 8, 22]
